Институт: Фэи
| № |    Фамилия |    Cредний балл |    Возраст |
|726 |    Соколов |               4 |         17 |
|727 |   Михайлов |               4 |         17 |
|728 |    Смирнов |               4 |         17 |
|729 |      Попов |               4 |         17 |
|730 |   Михайлов |               4 |         17 |
|731 |   Михайлов |               4 |         17 |
|732 |      Попов |               4 |         17 |
|733 |      Попов |               4 |         17 |
|734 |   Кузнецов |               4 |         17 |
|735 |    Соколов |               4 |         17 |
|736 |     Иванов |               4 |         17 |
|737 |     Петров |               4 |         17 |
|738 |   Кузнецов |               4 |         17 |
|739 |     Петров |               4 |         17 |
|740 |     Петров |               4 |         17 |
|741 |    Соколов |               4 |         17 |
|742 |      Попов |               4 |         17 |
|743 |      Попов |               4 |         17 |
|744 |   Кузнецов |               4 |         17 |
|745 |     Петров |               4 |         17 |
|746 |    Соколов |               4 |         17 |
|747 |   Михайлов |               3 |         17 |
|748 |     Петров |               3 |         17 |
|749 |   Васильев |               3 |         17 |
|750 |     Петров |               3 |         17 |
|751 |   Михайлов |               3 |         17 |
|752 |     Иванов |               3 |         17 |
|753 |    Смирнов |               3 |         17 |
|754 |   Михайлов |               3 |         17 |
|755 |     Иванов |               3 |         17 |
|756 |     Иванов |               3 |         17 |
|757 |   Васильев |               3 |         17 |
|758 |    Соколов |               3 |         17 |
|759 |      Попов |               3 |         17 |
|760 |    Соколов |               3 |         17 |
|761 |    Соколов |               3 |         17 |
|762 |     Иванов |               3 |         17 |
|763 |     Иванов |               3 |         17 |
|764 |     Иванов |               3 |         17 |
|765 |      Попов |               3 |         17 |
|766 |   Михайлов |               3 |         17 |
|767 |    Смирнов |               3 |         17 |
|768 |   Михайлов |               3 |         17 |
|769 |     Иванов |               3 |         17 |
|770 |   Кузнецов |               2 |         17 |
|771 |   Кузнецов |               2 |         17 |
|772 |    Соколов |               2 |         17 |
|773 |    Смирнов |               2 |         17 |
|774 |     Иванов |               2 |         17 |
|775 |   Кузнецов |               2 |         17 |
|776 |    Соколов |               2 |         17 |
|777 |     Иванов |               2 |         17 |
|778 |   Кузнецов |               2 |         17 |
|779 |     Петров |               2 |         17 |
